date,GOOGL,GOOG,META,EA,TTWO,LYV,TKO,PSKY,TTD,AMZN,TSLA,HD,YUM,EBAY,CCL,MGM,POOL,NCLH,WMT,COST,PG,KMB,CASY,EL,TAP,CAG,CPB,XOM,CVX,COP,PSX,OXY,OKE,CTRA,EXE,APA,BRK-B,JPM,V,FITB,XYZ,MSCI,IVZ,JKHY,FDS,LLY,JNJ,ABBV,BDX,A,RMD,HSIC,TECH,CRL,CAT,GEV,GE,FAST,CARR,ODFL,SWK,BLDR,AOS,NVDA,AAPL,MSFT,CIEN,MSI,TER,IT,SWKS,EPAM,LIN,NEM,FCX,DOW,PPG,LYB,BALL,AVY,MOS,WELL,PLD,EQIX,AVB,EQR,SBAC,FRT,BXP,ARE,NEE,CEG,SO,PCG,NRG,AEE,LNT,PNW,AES,GLD,SLV,CPER,USO,TLT,IEF,LQD,HYG,SPY,QQQ,035420,035720,017670,028260,000720,047040,005380,000270,012330,015760,033780,278470,034730,051910,267250,105560,032830,055550,207940,068270,0126Z0,034020,329180,267260,005930,000660,402340,373220,012450,010120,010130,005490,004020,069500
2021-04-22,111.70277404785156,112.47260284423828,294.211181640625,137.569580078125,178.3800048828125,80.9800033569336,52.376243591308594,36.12751007080078,70.02300262451172,165.45199584960938,239.89666748046875,284.4800109863281,107.3568344116211,55.65206146240234,26.78618049621582,40.72780227661133,385.55712890625,29.0,43.5902214050293,351.49041748046875,118.53927612304688,116.4565887451172,215.2285003662109,290.0919494628906,45.03892135620117,30.11444091796875,41.0136833190918,45.63569259643555,81.9754867553711,41.36838150024414,61.84258270263672,22.609926223754883,38.47656631469727,12.613500595092772,36.44563293457031,15.220683097839355,269.510009765625,129.87762451171875,219.35415649414065,30.569334030151367,245.1100006103516,447.2057800292969,20.83467102050781,157.09893798828125,308.0117492675781,177.95079040527344,143.43942260742188,91.23394012451172,181.40924072265625,129.9180145263672,199.4390869140625,72.7300033569336,103.68740844726562,327.70001220703125,208.3531951904297,,65.28897857666016,22.94408798217773,40.21649169921875,122.3590087890625,174.35391235351562,47.7599983215332,61.9062385559082,14.812914848327637,128.5089874267578,246.7699737548828,53.84999847412109,176.60726928710938,123.83059692382812,195.6000061035156,159.69406127929688,448.5199890136719,269.68853759765625,56.54000854492188,32.43386459350586,46.38332748413086,155.20387268066406,72.36895751953125,86.9695053100586,183.71530151367188,29.56953811645508,66.54387664794922,99.51025390625,651.3352661132812,162.18899536132812,60.95948028564453,273.403564453125,88.68719482421875,81.88760375976562,144.31642150878906,68.8121109008789,,54.02558898925781,10.832961082458496,32.15891647338867,73.29174041748047,48.33842849731445,67.73558807373047,23.434823989868164,167.0399932861328,24.209999084472656,26.309999465942383,42.09000015258789,119.16387176513672,99.96463775634766,108.83860778808594,66.36293029785156,385.0531005859375,325.2881774902344,380500.0,117500.0,53573.0,134500.0,47676.0,7010.0,226000.0,83400.0,298000.0,24100.0,82900.0,,300000.0,871000.0,58500.0,53500.0,82000.0,37200.0,1170887.0,250491.0,,13513.0,,19850.0,82400.0,133000.0,,,40797.0,11960.0,437000.0,353000.0,50000.0,38972.0
2021-04-23,114.05384826660156,114.8223114013672,298.78533935546875,139.4005126953125,176.19000244140625,81.77999877929688,50.52229690551758,36.99677276611328,72.64900207519531,167.04400634765625,243.13333129882807,286.63043212890625,107.26569366455078,55.80781936645508,27.1445255279541,41.48738861083984,394.0767822265625,29.809999465942383,43.66201019287109,353.4029235839844,117.93171691894533,109.635009765625,217.4903564453125,291.6720886230469,45.03030776977539,29.67262840270996,40.38435745239258,45.883392333984375,82.46269226074219,41.58584213256836,63.1132698059082,23.12592315673828,38.85668182373047,12.420870780944824,36.746185302734375,15.713349342346191,271.9800109863281,132.36289978027344,221.6964111328125,31.79674530029297,246.42999267578125,461.1883850097656,21.49969291687012,159.3350372314453,330.18585205078125,179.5395050048828,143.73468017578125,92.33651733398438,180.5061492919922,131.99432373046875,200.4735565185547,74.22000122070312,105.83110809326172,334.3399963378906,210.4105682373047,,65.97057342529297,23.260591506958008,41.50446319580078,125.7796859741211,176.01223754882812,48.77000045776367,62.46361541748047,15.226873397827148,130.8271026611328,250.58897399902344,54.459999084472656,179.010009765625,128.9379425048828,199.4199981689453,166.22393798828125,458.1499938964844,272.3974914550781,56.557228088378906,34.11437225341797,47.28161239624024,157.99929809570312,74.07884979248047,88.17988586425781,185.69940185546875,30.36557006835937,66.376708984375,99.67513275146484,651.46240234375,163.43666076660156,61.45387268066406,275.1855773925781,89.07648468017578,81.92623138427734,144.59860229492188,68.7418212890625,,54.21648788452149,10.81324577331543,32.21967315673828,73.26581573486328,47.98981475830078,67.21430969238281,23.418270111083984,166.39999389648438,24.13999938964844,26.709999084472656,42.459999084472656,118.88375854492188,99.8338394165039,108.92962646484376,66.53807830810547,389.2280883789063,329.3834533691406,378000.0,117500.0,54263.0,135500.0,48454.0,7090.0,221000.0,81300.0,290500.0,24050.0,82900.0,,296000.0,874000.0,58700.0,54300.0,82400.0,37450.0,1181069.0,250491.0,,13320.0,,19650.0,82800.0,132500.0,,,40643.0,11780.0,439000.0,355500.0,51500.0,38993.0
2021-04-26,114.54974365234376,115.38966369628906,300.6804504394531,140.0334930419922,176.42999267578125,82.62000274658203,51.81725692749024,37.094337463378906,74.76399993896484,170.4499969482422,246.0666656494141,283.17901611328125,105.40687561035156,56.42169952392578,27.423234939575195,41.447410583496094,388.1778869628906,30.21999931335449,43.04095458984375,348.8963928222656,115.5720443725586,108.31550598144533,216.61666870117188,293.9587707519531,45.607513427734375,29.349157333374023,39.68051528930664,45.97421646118164,82.4383316040039,42.02914047241211,63.12148666381836,23.36046600341797,38.74917984008789,12.667436599731444,37.07837677001953,16.119577407836914,270.8599853515625,132.68896484375,222.02413940429688,32.16164779663086,255.7700042724609,461.662353515625,21.515913009643555,158.01966857910156,320.49237060546875,178.11248779296875,142.51895141601562,92.34483337402344,181.635009765625,132.6317138671875,201.9964904785156,73.37999725341797,107.81085205078124,336.44000244140625,210.82208251953125,,66.06794738769531,23.144685745239254,41.159141540527344,123.69603729248048,173.81517028808594,49.59999847412109,62.04329681396485,15.4390869140625,131.2166748046875,250.9727935791016,54.310001373291016,179.21728515625,130.80047607421875,197.6300048828125,173.83340454101562,458.8299865722656,270.4544677734375,56.17856979370117,36.4577522277832,47.350128173828125,156.6242218017578,74.45487976074219,87.16654205322266,184.44094848632807,31.10793876647949,66.77265930175781,99.97882080078124,650.4281005859375,164.1868133544922,61.5692253112793,275.4546813964844,89.13324737548828,82.9150619506836,144.7760009765625,68.46946716308594,,53.660438537597656,10.645676612854004,32.341190338134766,72.76458740234375,47.81976318359375,66.82935333251953,23.343795776367188,166.83999633789062,24.299999237060547,27.399999618530277,42.33000183105469,118.71404266357422,99.7292251586914,108.8799819946289,66.50765228271484,390.0406799316406,331.52801513671875,377500.0,118000.0,54608.0,138500.0,50011.0,7210.0,221500.0,82700.0,285000.0,24200.0,83200.0,,294000.0,883000.0,63700.0,55000.0,84900.0,38250.0,1191250.0,247880.0,,13513.0,,19400.0,83500.0,131500.0,,,40439.0,11760.0,438000.0,362500.0,52000.0,39350.0
2021-04-27,113.61002349853516,114.4166488647461,301.206298828125,139.71214294433594,174.27999877929688,82.27999877929688,51.93836975097656,37.97247314453125,74.86199951171875,170.8715057373047,234.913330078125,283.71014404296875,106.07203674316406,56.53164291381836,27.682039260864254,42.1770133972168,396.1058044433594,30.5,43.18763732910156,350.4964294433594,115.50161743164062,107.42752838134766,215.32557678222656,293.2615966796875,44.84939956665039,29.23870658874512,39.763309478759766,46.57696533203125,83.39654541015625,42.90735626220703,64.44168853759766,23.53871154785156,39.07169723510742,12.937122344970703,37.07046127319336,16.448020935058594,273.6499938964844,133.29705810546875,221.60964965820312,32.55144500732422,253.7899932861328,462.2405090332031,21.459136962890625,153.6226806640625,325.486572265625,173.34625244140625,141.70263671875,92.38628387451172,182.1712188720703,131.80120849609375,201.78579711914065,73.13999938964844,108.01639556884766,334.3699951171875,210.6208648681641,,65.67847442626953,23.140230178833008,41.961795806884766,126.0724868774414,175.03573608398438,49.959999084472656,62.244327545166016,15.34307861328125,130.895263671875,251.37582397460935,52.90999984741211,178.7932891845703,128.51637268066406,198.1300048828125,171.86570739746094,458.8399963378906,271.0989685058594,55.25774765014648,36.12164688110352,47.69269561767578,155.8100128173828,74.43358612060547,87.16654205322266,187.6100616455078,31.79664802551269,67.28297424316406,99.65777587890624,647.625,164.64207458496094,61.28907775878906,273.5984191894531,90.67424774169922,83.50990295410156,143.5182342529297,67.89835357666016,,53.3865852355957,10.487961769104004,31.403770446777344,72.11644744873047,47.20755386352539,65.85095977783203,23.004518508911133,166.4199981689453,24.38999938964844,27.649999618530277,43.11000061035156,117.6784210205078,99.3368682861328,108.39188385009766,66.4162368774414,389.9565124511719,330.0917663574219,380000.0,121500.0,54867.0,137000.0,50595.0,7310.0,220000.0,81900.0,278000.0,24750.0,82700.0,,288000.0,891000.0,65400.0,55000.0,84400.0,39000.0,1173797.0,238314.0,,13465.0,,20250.0,82900.0,135000.0,,,39574.0,11660.0,434500.0,377500.0,56700.0,39394.0
2021-04-28,116.98512268066406,118.0265121459961,304.7088317871094,140.2283172607422,174.3800048828125,82.41999816894531,51.752052307128906,36.7484016418457,74.63700103759766,172.9250030517578,231.46665954589844,282.93133544921875,107.12902069091795,57.099708557128906,27.67208480834961,41.99711608886719,390.0941162109375,30.229999542236328,43.03469467163086,349.9093017578125,115.69530487060548,107.58522033691406,217.81072998046875,293.2615966796875,44.68571090698242,29.1834774017334,39.39068222045898,47.98064041137695,85.44290161132812,44.362701416015625,66.0919189453125,24.48626708984375,40.03160095214844,13.075813293457031,36.52471923828125,17.709924697875977,272.95001220703125,134.16073608398438,225.02183532714844,33.00757598876953,254.1999969482422,458.8468627929688,22.083614349365234,153.6790771484375,320.0072937011719,171.7669677734375,140.6605987548828,92.79249572753906,181.6773376464844,130.1787567138672,201.2781524658203,72.72000122070312,106.89070892333984,334.79998779296875,212.41311645507807,,64.26654815673828,23.042160034179688,41.523136138916016,125.51618957519533,173.8740692138672,49.04999923706055,60.80061340332031,15.23834228515625,130.1063690185547,244.26551818847656,52.060001373291016,177.70968627929688,129.79074096679688,197.47000122070312,171.00381469726562,459.7300109863281,268.23126220703125,55.249141693115234,36.73782730102539,48.19511413574219,156.09947204589844,75.46235656738281,85.71219635009766,194.1962127685547,32.34224319458008,66.44710540771484,99.87470245361328,641.7282104492188,161.3038787841797,60.67106628417969,276.4757995605469,90.62555694580078,83.0772933959961,143.92135620117188,67.73143768310547,,53.39488220214844,10.635819435119627,31.429807662963867,72.28927612304688,47.02048873901367,65.46598815917969,23.14519500732422,166.91000366210938,24.399999618530277,27.799999237060547,43.52999877929688,117.75485229492188,99.46771240234376,108.40843200683594,66.54572296142578,389.844482421875,328.9757995605469,373500.0,119500.0,54521.0,133000.0,51276.0,7190.0,221500.0,81400.0,277500.0,24300.0,82900.0,,279500.0,890000.0,67900.0,55000.0,84200.0,39550.0,1150524.0,234835.0,,13754.0,,20350.0,82100.0,130000.0,,,38708.0,11480.0,427000.0,372500.0,57400.0,38976.0
2021-04-29,118.65731048583984,120.50515747070312,326.9442749023437,142.5168914794922,176.47000122070312,82.61000061035156,51.87316131591797,36.81049346923828,74.89800262451172,173.5655059814453,225.6666717529297,287.9136657714844,108.35002136230467,51.37325286865234,27.08479881286621,40.397979736328125,395.8803405761719,30.309999465942383,43.5777473449707,354.40655517578125,116.67264556884766,110.06654357910156,216.42251586914065,294.4234924316406,47.81294631958008,29.378217697143555,39.763309478759766,48.665958404541016,86.80712890625,44.43796920776367,66.93357849121094,24.336162567138672,40.39251327514648,13.14516258239746,37.133731842041016,17.874149322509766,277.6000061035156,136.76942443847656,228.3087310791016,33.76227951049805,247.75999450683597,469.08489990234375,22.40801239013672,154.2145538330078,324.6399230957031,173.33670043945312,142.58839416503906,91.93032836914062,177.38075256347656,129.55108642578125,199.1422119140625,73.06999969482422,106.14434814453124,333.8699951171875,207.99659729003903,,64.31526184082031,23.56817626953125,41.2057991027832,126.53601837158205,176.34898376464844,49.970001220703125,62.7545166015625,15.286221504211426,130.0089111328125,242.2983856201172,52.75,178.30335998535156,128.23208618164062,198.0,172.2662353515625,459.0,270.2863464355469,53.62265396118164,35.85089874267578,48.76606369018555,156.67849731445312,76.26408386230469,87.61691284179688,197.2458953857422,32.46746063232422,66.93983459472656,100.88994598388672,640.548828125,161.4387664794922,60.59690475463867,276.661376953125,91.6636962890625,84.52962493896484,144.86463928222656,67.84564971923828,,54.07538986206055,10.635819435119627,31.533966064453125,72.7127456665039,47.43418884277344,67.02183532714844,23.212589263916016,166.22000122070312,24.25,27.57999992370605,44.2599983215332,117.40685272216795,99.29335021972656,108.27603912353516,66.62187957763672,392.3288879394531,330.15972900390625,366500.0,117000.0,52365.0,140000.0,52832.0,7690.0,217500.0,79300.0,270000.0,23950.0,82500.0,,284000.0,951000.0,68900.0,53900.0,83000.0,39500.0,1163615.0,233529.0,,13658.0,,21900.0,81700.0,130000.0,,,38657.0,11440.0,454500.0,373000.0,58400.0,38844.0
2021-04-30,116.71039581298828,119.5247039794922,322.5487976074219,138.36819458007812,175.3800048828125,81.87999725341797,51.342132568359375,36.384742736816406,72.93099975585938,173.37100219726562,236.47999572753903,286.43572998046875,108.9058609008789,51.11669921875,27.831348419189453,40.69782257080078,396.8854675292969,31.049999237060547,43.66513442993164,353.03076171875,117.47389221191406,110.63914489746094,216.02392578125,291.6814880371094,47.339115142822266,29.48155212402344,39.539737701416016,47.26229095458984,83.69700622558594,42.77354049682617,66.76026916503906,23.79202461242676,40.19285583496094,12.844658851623535,36.04227066040039,17.286413192749023,274.95001220703125,135.55319213867188,225.1278381347656,33.62128829956055,244.82000732421875,460.4963073730469,21.89707565307617,152.98382568359375,319.83599853515625,173.8789825439453,141.31187438964844,92.43601989746094,175.5393829345703,129.05857849121094,180.0430450439453,72.5,104.6124267578125,332.45001220703125,208.581787109375,,63.877052307128906,23.30516815185547,40.78466796875,125.80409240722656,174.0592803955078,48.66999816894531,62.14907836914063,14.97176456451416,128.04148864746094,241.98171997070312,50.470001220703125,177.42703247070312,122.61504364013672,195.8800048828125,157.8744354248047,457.75,267.0168151855469,53.70870971679688,35.20671463012695,47.57850646972656,154.9143829345703,73.60347747802734,87.86087036132812,196.7315216064453,31.46570587158203,66.01596069335938,101.11553955078124,653.8663330078125,161.851806640625,61.165470123291016,278.1835021972656,91.51771545410156,84.4755630493164,146.0095672607422,68.10043334960938,,54.9135856628418,11.158244132995604,31.37194061279297,73.31768035888672,48.11084365844727,68.56901550292969,23.14602851867676,165.66000366210938,24.01000022888184,27.43000030517578,43.27000045776367,117.6784210205078,99.38050842285156,108.49943542480467,66.5914077758789,389.7510681152344,327.9957275390625,359500.0,113500.0,52365.0,136000.0,49038.0,7390.0,212000.0,77000.0,270000.0,23650.0,82400.0,,276000.0,932000.0,70400.0,54700.0,81700.0,40000.0,1169433.0,231355.0,,13465.0,,22050.0,81500.0,128000.0,,,39320.0,11380.0,446000.0,364000.0,55500.0,38574.0
2021-05-03,116.19366455078124,118.78328704833984,320.0682373046875,137.49168395996094,170.3000030517578,82.1500015258789,52.06880569458008,35.17841720581055,70.15599822998047,169.32449340820312,228.3000030517578,292.2764892578125,109.32500457763672,53.27901840209961,27.80148696899414,41.237525939941406,402.84075927734375,31.190000534057617,44.35485458374024,359.8905334472656,118.86506652832033,111.81756591796876,216.3058624267578,268.5643920898437,49.22578430175781,29.807445526123047,40.07798385620117,48.56686782836914,85.69462585449219,44.111778259277344,69.26038360595703,24.52379608154297,40.48467254638672,13.160571098327637,36.667091369628906,17.683998107910156,279.17999267578125,135.15660095214844,224.2122039794922,33.563232421875,243.67999267578125,460.9040222167969,22.237703323364254,154.0172882080078,325.3915100097656,176.87571716308594,143.4654541015625,95.0723114013672,178.5801239013672,128.62399291992188,186.52755737304688,74.01000213623047,104.34814453125,331.95001220703125,208.6366424560547,,65.4837417602539,23.626123428344727,40.67236709594727,127.68769073486328,177.25814819335938,49.29999923706055,64.4791030883789,14.799447059631348,129.09339904785156,241.67465209960935,51.36000061035156,177.86045837402344,122.5268096923828,197.41000366210935,153.5299072265625,459.5799865722656,269.68853759765625,55.47289276123047,36.140323638916016,49.13908386230469,156.51565551757812,76.53370666503906,87.50432586669922,196.30902099609372,31.331544876098636,67.30056762695312,100.66432189941406,645.0575561523438,161.55673217773438,60.4815559387207,277.1996154785156,91.6636962890625,83.49445343017578,145.0903778076172,67.3887710571289,,54.81399917602539,11.26667308807373,31.1267032623291,73.59422302246094,48.11084365844727,68.47178649902344,22.754993438720703,167.80999755859375,24.959999084472656,27.93000030517578,43.97999954223633,117.74903106689452,99.54972076416016,108.7605209350586,66.61738586425781,390.5917053222656,326.2488708496094,363000.0,114500.0,52451.0,132000.0,48843.0,7120.0,218000.0,80100.0,272500.0,23450.0,83300.0,,274000.0,907000.0,68900.0,53700.0,85000.0,39050.0,1124343.0,217004.0,,12355.0,,20900.0,81700.0,131500.0,,,38148.0,11300.0,442500.0,368000.0,55000.0,38329.0
2021-05-04,114.39602661132812,116.75395965576172,315.8811340332031,133.4793243408203,167.52999877929688,79.27999877929688,50.62478256225586,35.453399658203125,66.65499877929688,165.593505859375,224.5333404541016,294.4889831542969,108.76915740966795,52.857547760009766,26.557239532470703,40.48793029785156,404.9917907714844,30.25,43.91792678833008,356.06689453125,118.46005249023438,111.80098724365234,215.45999145507807,280.8153686523437,48.60551071166992,29.87898826599121,39.953758239746094,48.87237548828125,86.16561889648438,43.9695930480957,68.50952911376953,24.261104583740234,40.37716674804688,13.245331764221191,36.382362365722656,17.441991806030273,280.260009765625,137.02499389648438,223.6531219482422,34.26816940307617,231.19000244140625,457.39642333984375,22.33502578735352,148.98143005371094,328.7589111328125,179.04481506347656,145.68850708007812,94.42566680908205,177.4513702392578,126.4124755859375,184.06597900390625,79.87000274658203,102.34393310546876,338.9599914550781,213.42807006835935,,63.877052307128906,23.755401611328125,40.36353302001953,129.19061279296875,177.38438415527344,48.810001373291016,65.61659240722656,14.315171241760254,124.52532958984376,237.7692413330078,50.70000076293945,175.7874755859375,120.56621551513672,225.4900054931641,151.11822509765625,458.5199890136719,264.36383056640625,55.09423828125,36.61647033691406,50.41038513183594,161.70838928222656,77.55538940429688,87.87024688720703,197.21832275390625,30.705453872680664,65.910400390625,100.3085708618164,644.13232421875,160.49459838867188,59.5998649597168,275.566162109375,91.29873657226562,83.75711822509766,145.8643798828125,66.50140380859375,,55.12104797363281,11.158244132995604,30.78512954711914,73.6201400756836,48.427764892578125,68.55279541015625,22.222517013549805,166.5800018310547,24.56999969482422,27.899999618530277,44.869998931884766,118.5480728149414,99.68061065673828,108.82681274414062,66.57917785644531,388.1820068359375,320.3778686523437,364500.0,115500.0,53055.0,132500.0,49135.0,7080.0,223500.0,80900.0,276500.0,23350.0,82800.0,,279000.0,920000.0,69500.0,53300.0,83600.0,39250.0,1111252.0,226136.0,,12210.0,,22100.0,82600.0,132000.0,,,37944.0,11160.0,443500.0,376500.0,55300.0,38650.0
2021-05-05,114.7897720336914,116.87744140625,312.5671081542969,134.25843811035156,167.47000122070312,78.7699966430664,50.503665924072266,34.68170166015625,63.91400146484375,163.52699279785156,223.64666748046875,293.85174560546875,110.33641052246094,53.36146926879883,26.39797592163086,41.72725677490234,414.7702026367188,29.850000381469727,43.8804817199707,353.4198303222656,117.50910949707033,112.50637817382812,216.1600341796875,273.4723205566406,49.062103271484375,30.02205467224121,40.45060348510742,50.34210205078125,88.47991943359375,46.37006378173828,70.12676239013672,25.377531051635746,40.81488037109375,13.46107578277588,36.96762847900391,18.124805450439453,282.760009765625,138.82284545898438,220.9349365234375,34.45890808105469,231.8699951171875,453.3011779785156,22.464784622192383,148.2767791748047,320.14990234375,183.4305877685547,145.08067321777344,95.98422241210938,176.2166290283203,128.79782104492188,184.4778594970703,78.91000366210938,101.99644470214844,345.2099914550781,217.515380859375,,64.31526184082031,24.15213966369629,40.49455642700195,128.88809204101562,179.39630126953125,49.060001373291016,65.33220672607422,14.422149658203123,124.7688446044922,236.50265502929688,51.34999847412109,175.03370666503906,122.0660629272461,230.94000244140625,151.50131225585938,461.2799987792969,272.4068603515625,55.79990768432617,38.78246307373047,51.818695068359375,161.97073364257812,79.49232482910156,87.13838195800781,198.3389892578125,31.22421646118164,63.921905517578125,98.0611801147461,628.6828002929688,158.4461669921875,59.2702751159668,273.0693359375,89.13324737548828,82.03437805175781,141.49456787109375,64.82325744628906,,54.31605529785156,10.823101997375488,30.60120964050293,72.89422607421875,47.63120651245117,68.44749450683594,22.02284049987793,167.27000427246094,24.56999969482422,27.899999618530277,44.65999984741211,118.74357604980467,99.80272674560548,108.95947265625,66.70907592773438,388.3034362792969,319.3006591796875,364500.0,115500.0,53055.0,132500.0,49135.0,7080.0,223500.0,80900.0,276500.0,23350.0,82800.0,,279000.0,920000.0,69500.0,53300.0,83600.0,39250.0,1111252.0,226136.0,,12210.0,,22100.0,82600.0,132000.0,,,37944.0,11160.0,443500.0,376500.0,55300.0,38650.0
