,GOOGL,GOOG,META,EA,TTWO,LYV,TKO,PSKY,TTD,AMZN,TSLA,HD,YUM,EBAY,CCL,MGM,POOL,NCLH,WMT,COST,PG,KMB,CASY,EL,TAP,CAG,CPB,XOM,CVX,COP,PSX,OXY,OKE,CTRA,EXE,APA,BRK-B,JPM,V,FITB,XYZ,MSCI,IVZ,JKHY,FDS,LLY,JNJ,ABBV,BDX,A,RMD,HSIC,TECH,CRL,CAT,GEV,GE,FAST,CARR,ODFL,SWK,BLDR,AOS,NVDA,AAPL,MSFT,CIEN,MSI,TER,IT,SWKS,EPAM,LIN,NEM,FCX,DOW,PPG,LYB,BALL,AVY,MOS,WELL,PLD,EQIX,AVB,EQR,SBAC,FRT,BXP,ARE,NEE,CEG,SO,PCG,NRG,AEE,LNT,PNW,AES,GLD,SLV,CPER,USO,TLT,IEF,LQD,HYG,SPY,QQQ,035420,035720,017670,028260,000720,047040,005380,000270,012330,015760,033780,278470,034730,051910,267250,105560,032830,055550,207940,068270,0126Z0,034020,329180,267260,005930,000660,402340,373220,012450,010120,010130,005490,004020,069500
OXY,0.1394658035844223,0.14125632361495719,0.10299744073583446,0.11200629964663747,0.1167120210314478,0.2222347470342786,0.14895163854070825,0.17580969104521169,0.14088429193176685,0.1609006110782518,0.1715611796897582,0.1490365045049614,0.1157177717717166,0.147323715499693,0.20279487198098725,0.3089679394000424,0.1339609046647857,0.23345985252366486,0.08605875661708438,0.10659898842988393,0.005802863580433666,-0.03623592893437571,0.11887658042755324,0.16723912446945044,0.1953320421563783,0.09867829724773425,0.07340385976132667,0.7388010013781539,0.7139915083754353,0.7761063181266914,0.6270318738653826,1.0,0.617717428305055,0.6199533062043681,0.4742062110151891,0.7820785295080619,0.32211183474968863,0.28586477673912064,0.19335054687464032,0.32707537054803454,0.180548797428659,0.1385898437702616,0.2897076878895147,0.1644195590620408,0.10570470101003437,0.06590606775586286,0.0445494068048653,0.12835452900729535,0.11661895566567092,0.17280790739167468,0.12582678919118598,0.19394788211367478,0.15506702497026703,0.20290766507069333,0.35619368331622836,0.127993400332436,0.24429797590574134,0.14850468980163553,0.17504623598823063,0.20611815907186418,0.22420615946772957,0.22351296234348408,0.16985922601285416,0.1561113652455791,0.21636282274551263,0.13837358201709357,0.13386227887122504,0.16917802217650751,0.18480442351045173,0.1442447103080668,0.25775741633785304,0.03952640714545118,0.22552938159005917,0.15457684128411744,0.4003703320527225,0.4510032672407652,0.15790904083805232,0.4929295720581151,0.1359587316207097,0.22214635394508817,0.4924240670347417,0.1290118286220608,0.190594405236921,0.08512442762708765,0.18125694776618997,0.2070542174250974,0.07688585461309712,0.2750250977935529,0.27840720232309385,0.20359518255802592,0.0896820031534986,0.19378918261728378,0.07676195745298678,0.18930575184717222,0.18944745279955622,0.07922926254688772,0.06715619134723061,0.07454103640696137,0.2399378859178798,0.11566604250166461,0.17168098444139201,0.2612593534232464,0.5839883479694671,-0.10851390438700155,-0.10517510009482735,0.016826838594046503,0.2405956636603635,0.3275278310634258,0.22841435630004764,-0.0014549346885548468,-0.038880473333532575,0.0028712651779348934,0.02110677052471055,0.04438661551046117,0.0475882169520558,0.0275268984917394,0.02337074585393787,0.056800143790745716,-0.03408593239484253,-0.01475403303908002,0.04672312880750699,0.038090765826932944,0.02621775746671873,0.031786842905208154,0.04234291090990557,-0.010988727333542362,0.03274385165194504,-0.055263088706409225,-0.021719166532599362,-0.048457758862314924,0.04284256749571528,0.04191187544049724,0.026783920877651298,0.03868338895852725,0.007835491449394012,-0.017895107009613793,0.021253961506139073,0.07918294217154183,0.028177520246698624,0.012555896871933682,0.0642159609774192,0.04806282619843727,0.038932651978253165
OKE,0.22224128998414222,0.22618846741487875,0.20864303026048733,0.18894513491836679,0.19117826265164753,0.32177207451150763,0.2408590979484761,0.22273359036929424,0.22782644865706042,0.2552680367768609,0.25005083937744216,0.2968407917947649,0.2706074520961866,0.2350932375187139,0.3271197727185418,0.39473278239955495,0.2532982034293706,0.3363473115016042,0.1803584724273311,0.24542707126334828,0.16562534216380304,0.10333255579035841,0.22250447757980996,0.24066725218203602,0.2751168419445141,0.16317695109391506,0.13301017761133044,0.6631824410381368,0.6554293775942795,0.6878211847009914,0.6060118395478893,0.617717428305055,1.0,0.6271041670527963,0.5312514079724273,0.6694160730441284,0.4797876287460055,0.45455362762092105,0.3420357168224323,0.4752454174594713,0.3095481901299872,0.3175860026542738,0.44930342277246627,0.24964410720250113,0.23552978520270307,0.1378349148413208,0.138624755016012,0.2168677835898157,0.2314427266169097,0.2756522015780264,0.2294996527367963,0.26366098411868416,0.2266745658168602,0.24648319050107062,0.4110655671499712,0.285587815433276,0.36175945942476645,0.3085440307642217,0.3273011412607676,0.28771355945732974,0.3343371484695875,0.2828692741641258,0.28784535114967774,0.26561222516454563,0.32155559799947553,0.24589641734210096,0.23002421897910733,0.3431089134768258,0.2597706526062618,0.2805891014218131,0.3288372813430091,0.18053677774481255,0.3729785826685673,0.19887433667971793,0.4187714906269958,0.4419434220930408,0.3006678205978363,0.48978596782819106,0.2682759752643898,0.3614131481037866,0.4455999334621315,0.33467724573999624,0.35233869282131586,0.25078808663823837,0.3906482281197155,0.40046020114596037,0.20467581304168894,0.45540226143399665,0.4140734882779234,0.3188537156283914,0.27703327641013353,0.28062940276875964,0.2730137340144453,0.36339148649780595,0.3577483168773414,0.3357924739652135,0.30950952950079347,0.3109763052433516,0.3562911365626829,0.127562680969847,0.1688801043928682,0.3040280488685136,0.4496242695271408,-0.05013267969441648,-0.046467187540615025,0.13569060895590712,0.4260009376661093,0.5164235137346089,0.3858679577520049,-0.005508750459619068,-0.0071915990591878915,0.02057679048492538,0.025253479987393336,0.030218027616474685,0.046343701157096504,0.03821283551790361,0.03480408183621501,0.07033354696709805,-0.018252904626833148,0.007803793618159125,0.029954781816265912,0.04006574136684033,0.06355643602741613,0.04111612953317582,0.06252789054698105,0.022790910709586866,0.01274123220866644,-0.028285740295271755,0.010038466707166453,-0.030183552269669636,0.04124983924805894,0.054858107914851455,0.04069108286979796,0.040910670922161836,0.015994834155560973,0.032535715822355205,0.06272527675046988,0.06509291178896451,0.051012171522363585,0.0250347957709206,0.05519526332152016,0.04029654148915446,0.05297778205119118
CTRA,0.12565666581541138,0.1267716775698497,0.09862668495720693,0.14136229907167808,0.16987622285728846,0.18849706701800553,0.1936494704543988,0.14605990029590843,0.11523131243904079,0.14385525615146091,0.16837086326173228,0.15103929475507455,0.12339313629326701,0.13773920741365672,0.19336907976739615,0.25794711270763804,0.15370354477967527,0.19453433349599045,0.10253120430399469,0.10864564409364597,0.03499071561361828,0.007757830869045633,0.09536391914836433,0.10548591793352925,0.1912044732131205,0.10706391438307858,0.0712036504855706,0.6280583330730541,0.6174678054688447,0.6746055562466744,0.5624977416219373,0.6199533062043681,0.6271041670527963,1.0,0.6868211679965531,0.6544596023019089,0.34335555272221874,0.299389897534921,0.18346065829629876,0.33269601475358956,0.16125096470382116,0.13414876854822302,0.2695257748072306,0.1522854581068177,0.11697441899643411,0.068704745949763,0.06522737247686043,0.11338357602458891,0.14154749510320766,0.17753549992708342,0.10480216226470809,0.21777393083082955,0.12977885589784424,0.15385786481257221,0.3133184166785424,0.22345326434202942,0.24262898075322464,0.18541468291626048,0.20154240172112325,0.1970329271989789,0.22703973691341997,0.1977875090159019,0.18360232467094179,0.14487179569899414,0.18343963840915145,0.1143780880078747,0.15279608939062783,0.16114521078760352,0.1540112785730862,0.10503948003718348,0.2061643104694135,0.058927617016567416,0.22995311375251742,0.12795618773889345,0.3114897960259663,0.35407429237117355,0.1516034795717782,0.3922557543707159,0.17242217315460234,0.2193394861036972,0.4593133493228457,0.17650259240311372,0.2067207864866901,0.1269986821377931,0.21421936931901236,0.21930442786999374,0.10958578238752321,0.2754609074622506,0.27167686570078026,0.18152108293734323,0.14522266067615383,0.23269871016668295,0.13738732640876217,0.21273404948250174,0.24770487310307548,0.17175531849200623,0.15979690990854628,0.19340059642942745,0.2389187527733358,0.06934564264194933,0.10099504111903534,0.158477064562299,0.43123617571767,-0.09830115879245555,-0.09244807174570821,0.01982611882948551,0.2362483449127896,0.320544353062422,0.21610116212990185,0.003728991493140019,-0.021878322520154304,0.02426884141464717,0.013004986899795236,0.03082556808144801,0.04552544703785654,0.017090094875622342,0.014404409436294114,0.04524867735602424,-0.04895937669322533,0.01272888147331806,0.08515603244876911,0.06537540731721311,0.06940887042048757,0.031339345403077555,0.05537006399359394,0.0072989781063118216,0.02060526522597863,0.004512791433864246,0.0035236908543786324,0.08687953904197766,0.035938549012293985,0.042627932382171885,0.05312843483751229,0.042345482177514056,0.03962496856051932,0.04858945728706231,0.05815423141387762,0.06933792529657158,0.05567384419563654,0.0321331953093857,0.05554221196998021,0.03086589167955349,0.05904379989077815
EXE,0.17274800934577178,0.17170753470538733,0.13541570219620758,0.19283594763655923,0.1722137208171811,0.18113166376683582,0.17025194016830536,0.15048107011992062,0.166197837278681,0.16431544313032898,0.17137629630060308,0.14542627916514025,0.1504250810985259,0.1522301321279569,0.21834826012467146,0.2614708698457607,0.12423406244480217,0.21254865600963227,0.10238416757329738,0.11825140690475135,0.05164675783533263,-0.020594905271786205,0.13568041227376548,0.13835968397995682,0.16614498800230632,0.05682578328646957,0.04347782612665484,0.48832569050370406,0.47210985238399905,0.5059385946671044,0.431347488914001,0.4742062110151891,0.5312514079724273,0.6868211679965531,1.0,0.5230583254255958,0.34835904257846567,0.30413839614427013,0.2135782855058267,0.31187515190291565,0.19358833941255188,0.1635823639811648,0.27002455910211626,0.1696234500336395,0.13964472102153724,0.09048581323347651,0.06502584498176371,0.11129667003975309,0.15207241382303355,0.14950502800663662,0.12845265957885124,0.190554045350124,0.12396247707673123,0.15128158320031,0.29051056084809695,0.23742031684190124,0.2611473772046732,0.1735511976935326,0.19104085897203552,0.14434967842641833,0.17422182390879015,0.13852933318107769,0.16726108364165224,0.17568116727002744,0.17963690030602536,0.14967974129836184,0.1474008835665763,0.17467032185956083,0.18931087878075645,0.13341553068265613,0.1901486625113567,0.06943141289766336,0.2658431844359369,0.18543409134521163,0.35658816366805673,0.26794657900169355,0.16211121460857808,0.30163685487785974,0.15269835727429326,0.20643615026160228,0.4176863129071721,0.23547940993536692,0.20541090877960552,0.15289740647997768,0.22473677490530392,0.22914920381829657,0.1364382486551111,0.2689413428342993,0.25200173289220174,0.17296165305338357,0.15715228856900612,0.25483440214052033,0.15267162515540936,0.25777488394063647,0.22280967500664345,0.19662867085357116,0.1815828075801222,0.18656743842459642,0.22296077457279764,0.1343042531112042,0.1562449952858933,0.20222050368230662,0.3477775767058737,-0.03767777176851677,-0.021849650223752515,0.08246553606724327,0.2641553248987749,0.33628880063174,0.25169512556415774,0.030931051164120444,-0.01426239163908064,-0.014248914192925965,0.030335540064943104,0.04818019790173997,0.046971722655263885,0.018795653833225626,0.01759972276148522,0.027879004783150557,0.0038488550816803547,0.016763278884904753,0.0009023223955132187,0.054251729429139965,0.036067870601382564,0.06346230466559864,0.05698758746866041,0.04455857310389597,0.03066284442569299,-0.013314135259944253,-0.005513319642220186,0.02250828973767267,0.06264626936990907,0.050975887977164215,0.03964420049135934,0.037194531444270214,0.040815158193356675,0.07104377665896876,0.019878760053246246,0.11294497631039657,0.04281193041313842,0.045028339596377316,0.03356778608154479,0.02542290255623297,0.06125202056968188
APA,0.20089350958160626,0.2014292674692694,0.14381798610714702,0.12105817580904671,0.14353034933071412,0.2795979084439784,0.1863130620945815,0.17682190959591165,0.18220062556160754,0.20484513709491853,0.19095524385521806,0.18366645957969585,0.148593373695859,0.19083788803434362,0.2580830475264074,0.3383055164288005,0.20614737234983835,0.27818958725528803,0.11694572614226983,0.13574523311098463,0.0008799903900330224,-0.03770084230168786,0.13273512046916988,0.20096931304883514,0.2093269579101742,0.09602469796925116,0.06768368716321234,0.7517205595927325,0.7345891654888892,0.810272964367225,0.6747683279769837,0.7820785295080619,0.6694160730441284,0.6544596023019089,0.5230583254255958,1.0,0.35983960452815866,0.3563664897915164,0.24246084708477236,0.3937738527478228,0.23969224555059446,0.2092569331902744,0.3612010229022715,0.162120921967847,0.14402252900872212,0.05643126355218759,0.03519789039672367,0.12042889972385348,0.12787325885480144,0.2370367346388675,0.14089432555004308,0.24514801597703748,0.19778795763229023,0.23854833890389,0.4184209498182673,0.16713750156656568,0.2781850690799986,0.18869672008305896,0.25634601273834834,0.26890793094796106,0.30428426277340204,0.2645769659407884,0.21887767793694735,0.19967606380474823,0.26347993364815503,0.16718025609878792,0.18882719165458373,0.20476625339278573,0.24463754429337387,0.18589829158027305,0.3194874698045587,0.11584521889933498,0.28864612031939363,0.15044144179919522,0.4404258931506705,0.5077444632750377,0.23457656251775327,0.5304361933031687,0.17899803233425607,0.29970989800424347,0.49176802550043586,0.13719902046362736,0.2568256087205581,0.12388392215971482,0.20459266736492301,0.21662198272882627,0.08767020953716653,0.3321631738133285,0.3256675531232738,0.218255846003803,0.1369249349342574,0.23530034868489474,0.07519927756442385,0.2519804597717794,0.2505978427991554,0.10077560980827649,0.09006200600860191,0.12143826430574037,0.3012358671999404,0.1010018787497492,0.16217066675826838,0.2888678856830537,0.6088411991933322,-0.11707608116219818,-0.12368303376279735,0.0391186820419797,0.30699971246531116,0.40003801874882533,0.2921695603698642,-0.027805795825207175,-0.04638413332528422,0.019316664881694035,0.023429194552758006,0.04630909614939544,0.05904735258651506,0.035602618439202066,0.015611986273709706,0.06836146107948658,-0.03701900940453765,0.011750685904581518,0.02687757773462048,0.054521311233275443,0.05860216651176869,0.026672695466127837,0.06362684926885895,-0.003075394291384027,0.039519689042470364,-0.0031905764858627668,0.002034615829287957,0.020514116338736923,0.041975221282880844,0.023542937949736574,0.032415735495419325,0.04613137219542038,-0.0004048028610203496,-0.016588552951821198,0.05732522061747447,0.08870379358993978,0.03837430023997289,0.026375299752298235,0.061020868967938104,0.03917209494451188,0.050285779425961644
BRK-B,0.33291115742570004,0.33788536883061165,0.2892905428439978,0.27072772949768437,0.21833623630169144,0.3453522392209872,0.22740329732000036,0.2859610798802471,0.20843437486287947,0.34069865045461256,0.24784540634574634,0.4403313033484888,0.4256617265224456,0.31927542679618315,0.401407708354482,0.44283692288822046,0.352600609268086,0.3647179800092279,0.3169985565318751,0.3767741018595413,0.36442318477361635,0.26864859823312176,0.29391229227366195,0.31826491929052725,0.373238417313049,0.28836364760824296,0.2191150813533555,0.38002747289020383,0.4123909839813266,0.37963355177327635,0.376059346071148,0.32211183474968863,0.4797876287460055,0.34335555272221874,0.34835904257846567,0.35983960452815866,1.0,0.6253555851476776,0.5386010850003803,0.5588429718168204,0.33758565499998117,0.3892384230350025,0.5243464634550069,0.38136976261217126,0.3583539631752174,0.246003564408475,0.3645136596919372,0.30971624442927487,0.34387653097599724,0.3601382136523924,0.2704170877041801,0.37479390817607083,0.29413021200839595,0.3014972115875989,0.43800274615892015,0.13868571053947784,0.42330370196502515,0.46881933768917344,0.4330212185374981,0.40053396910850514,0.42357749502116776,0.37763706189661805,0.4503421992672596,0.23893528196174962,0.44928701582639075,0.3445469344709458,0.20008024502591892,0.4220046831538437,0.27181793036288837,0.32273585738839594,0.35306052231045393,0.21972833624876012,0.527830405140136,0.1553017368567272,0.36347435649794874,0.446290203933578,0.5128311674900704,0.4656301339194665,0.3417122853882221,0.4985605817923017,0.337135596331493,0.37676484829797113,0.445481932173546,0.3152463155318369,0.4623575199641866,0.45805290964701806,0.28155857104654286,0.4961321139909816,0.40894585871816685,0.377520117683677,0.30890189661629897,0.18492533347590925,0.380332170451731,0.40576742414693806,0.24092504756462677,0.4258080483900157,0.43207281864232,0.3999677705044603,0.3312923575193488,0.027186912695323237,0.09139328722252213,0.19481753510013874,0.1169743036137318,-0.017953951918842248,0.009782903687624472,0.19098974597303506,0.48743768808296506,0.6176262615855628,0.46099292062788405,0.019652190398720182,0.005460310710891262,0.007937246271853738,0.021176250407541265,0.03813247829784598,0.03302900554620084,0.006461259754149794,0.0063596705472994544,0.026106919434219143,-0.01872455234101669,-0.013112641585780507,0.026812698009724748,0.0014901507130588433,0.016097827882767222,-0.00013321491281293886,0.04571067747640062,0.025016275115807302,0.03607233367479439,0.028356165643887692,0.005346882536166381,-0.07395760131279967,0.01017708852842217,0.012385264705964532,0.002327147114068647,0.018444160330464993,-0.0013857405002845576,0.027178526464601713,-0.05159641068599253,0.061099625711970834,-0.006592258587659509,-0.003543253746850473,0.02558284938457965,0.01589567512541736,0.02471814157989853
JPM,0.3325939892572475,0.3325396648950686,0.3137890500410707,0.21040397073855832,0.2574289790999917,0.39417131447066645,0.2469325298473946,0.22675109688134154,0.2506124677732482,0.3614954075757196,0.3236263041476166,0.3641467788787843,0.31200636465298176,0.2952463877534826,0.4793314224652175,0.4540184158680052,0.2954924388415968,0.4412390862464524,0.2164650809476902,0.2730212801823262,0.16787287935998788,0.12003525031650597,0.27406696330889946,0.3510910811540384,0.2440363855923317,0.14742085031210184,0.083665677156283,0.3203397165275021,0.3649014576057131,0.3535715027943757,0.39952156077450507,0.28586477673912064,0.45455362762092105,0.299389897534921,0.30413839614427013,0.3563664897915164,0.6253555851476776,1.0,0.4968423177212885,0.6794698226975056,0.3962092735835315,0.3637962935338162,0.5902823123603358,0.24741055008171106,0.26287695306741016,0.16507350697434867,0.18598098840923477,0.2093001389534175,0.2548551078790614,0.3656199711171346,0.24353875014926873,0.3475864061735706,0.30333362598490266,0.3379819511964635,0.530525266474298,0.3695113292662642,0.506236578520066,0.4078492273756609,0.43374275999322687,0.39256350386617067,0.4272366488192152,0.3398902426647252,0.4008669914526622,0.3311530438764575,0.3771234503490898,0.32325265766510636,0.3353837379073064,0.34615345853715296,0.3785162534424765,0.30612775332587594,0.38079649540984123,0.29984741103698304,0.4580021658775281,0.1406009787552855,0.42537147602145775,0.3921940424526115,0.49191559813757185,0.40058162027737915,0.26421441022397496,0.4202782306566328,0.29027081821899975,0.26192479308544014,0.3700006273146259,0.25584759837699533,0.36452770706646603,0.3691708783390484,0.1505454019655413,0.4525974322930326,0.4078402859323572,0.30450389338495193,0.16119136373930706,0.2584363906962689,0.15476109648818417,0.33446240495567253,0.31870071333051464,0.23735441871726673,0.22169838617041557,0.2235975725568349,0.28374812801391075,0.02864597956970252,0.1348768651719526,0.24660119133985697,0.11863042857473874,-0.10829793663174192,-0.1175898356742663,0.10527382370619902,0.4549362004210333,0.632975710528574,0.49639069771459005,0.003137430878307205,-0.017633830955965615,-0.008645712675062353,0.06553033410785546,0.07861641409170535,0.046847894970374934,-0.011772517978354971,0.01584791486111314,0.011387264884352205,-0.006472611851901394,-0.0004520129910228212,0.050831656527563995,0.04226427580520817,0.03929531029468104,0.013106439886205046,0.07578346357726885,0.037320780374459676,0.059335057644055396,0.02658013899818982,0.02435774130719859,-0.1379289622853464,0.046957989122893735,-0.010236508577836635,0.06452310899266292,0.06705783317495484,0.08595024349723318,0.0889773253059313,-0.005895569380536354,0.03690258129180702,0.04377187151977672,-0.013199121645462946,0.03152103547444699,0.004528049455966738,0.08037157472878743
V,0.3830433478569006,0.38738465815234896,0.3693388845962478,0.2702277919528179,0.3110801804263386,0.3966048946969939,0.23734783125806286,0.20951745633921526,0.3170732749723376,0.4038586988107399,0.3110789855657312,0.40815486201626705,0.4137568031490961,0.31169427988163995,0.43554383573024036,0.41285933611330183,0.33823307871356695,0.3904610368552923,0.24318251205382055,0.3884557648068612,0.30654727441255303,0.1985089889592807,0.27099485502199133,0.3473564370659221,0.23235574080772237,0.17160142976788706,0.11890501132661073,0.22262537316449518,0.22355565560199833,0.2350166459358783,0.25812397433764217,0.19335054687464032,0.3420357168224323,0.18346065829629876,0.2135782855058267,0.24246084708477236,0.5386010850003803,0.4968423177212885,1.0,0.4435271503789022,0.4364336956006733,0.48247127594027195,0.44305480103249856,0.42545556897475495,0.3834056884707834,0.2116839552855678,0.23116923587451088,0.24602950241101548,0.2950481094163138,0.3938216299323943,0.29207177515770394,0.3191299778282174,0.3469245138301578,0.3466899274220625,0.3285832089404761,0.217875353033834,0.41651948570054254,0.3990369008848046,0.36757765929346525,0.3714479296354786,0.3593275155364686,0.35031472148211695,0.31972428613642295,0.35025227130045844,0.49550267836505274,0.4354554012855636,0.2752575062242919,0.398723150820998,0.3187793126712559,0.3884184231917149,0.38269180434368344,0.3342151563481502,0.49489109919765367,0.11231883994132763,0.31959241606498284,0.2967931134893635,0.47337541893337404,0.28933698078371994,0.26506108745929974,0.42463007726964724,0.1968962909485629,0.301930329763953,0.4254591388393746,0.33036178141495776,0.3920820189338236,0.37555673880248763,0.25889743201362825,0.4220399596470073,0.3420180455415401,0.3234196992480844,0.2176151728075357,0.21874609537387424,0.2289765032135479,0.3051258260821875,0.21944376283911723,0.2646888137356807,0.24631384668790376,0.21082352000821133,0.26804099999182784,0.017624401622207565,0.09384608695773225,0.20188449113397813,0.045548616996815484,0.043460694542902634,0.037751372652586275,0.22940039149015387,0.48560239191946347,0.6434062726540265,0.5621332143042403,0.0019178629121924906,0.004563340074687358,-0.04136848076587496,0.0595753212076593,0.05231227436366082,0.06725093563645533,-0.005587508389242688,0.014099609714886139,0.02501463162415676,-0.008241787821583628,0.031118798865277113,0.021642306523782066,0.03379546063648775,0.037209456984900316,0.015101524164775549,0.0583649908196473,0.04108912296726067,0.04341733319649422,0.03585559283040659,0.001816763504011682,-0.09748906300611104,0.032688937183536416,0.020112113215441735,0.0017401694155639454,0.01396827655802073,0.007049323122431348,0.054611461778477866,-0.05055078339711141,-0.005678224843100079,-0.013200425552088479,0.003113961872302493,0.011557452307720154,0.02316958255607203,0.023884267623941465
FITB,0.29221804452239364,0.2964731106432025,0.29334797480254515,0.16676801179053924,0.18600253554543153,0.41936507352399743,0.24523517216460836,0.337893626198972,0.2690982706813904,0.33384790940502157,0.30524326862008794,0.44699063617512025,0.29560256765681836,0.32125603701277383,0.5086485125181346,0.5024731896724461,0.42379715412971736,0.4783763027260133,0.17410518035139974,0.25113828568581986,0.13358310768127715,0.10892056437942677,0.2725546006698716,0.36116025708375793,0.317232552858413,0.19609979684702172,0.13334193639859182,0.3478355383756541,0.3808057038195529,0.36165694079625116,0.4348834926332987,0.32707537054803454,0.4752454174594713,0.33269601475358956,0.31187515190291565,0.3937738527478228,0.5588429718168204,0.6794698226975056,0.4435271503789022,1.0,0.4005611262959659,0.35130081879157565,0.6515752263566779,0.329242436689392,0.2862299722723833,0.07049793522550991,0.1760314106636265,0.19634509659620514,0.26290416658700877,0.3945478649331658,0.2540061404035373,0.3678285092041801,0.35863817441722995,0.38852442820516087,0.5282978379538475,0.2940233352141794,0.4439155502749392,0.39892577259703865,0.4685391009086141,0.45387715815024887,0.5372555302896611,0.46172937698651234,0.44239085422066854,0.27343270139291076,0.378501492836584,0.2728480156109173,0.2915868198976825,0.29130248846492063,0.3806223041927504,0.3123366128072227,0.41765974670332,0.3032470586301306,0.4065009641343549,0.09977452146687159,0.4467776819959829,0.4604609587232758,0.5127112128799729,0.4575535441301984,0.34531235627966905,0.5014868949032093,0.3580666788153068,0.28476253378136035,0.4380232919779208,0.22907836146556323,0.4258960207925298,0.42591705583308603,0.18881123702026395,0.5301288398038597,0.5964770680551389,0.44394835301318136,0.18857287036971454,0.17176123032871965,0.1642227642597117,0.3131703445933474,0.2997908716328465,0.2099291877457106,0.2439083348064643,0.25696491397289034,0.327240696758046,-0.01426777026949176,0.07951386422871014,0.21804472927683807,0.1225267120058557,-0.04599924694941748,-0.05941369129561741,0.16398017200948878,0.4867117407177,0.5996591475133606,0.46068116651269403,0.010334056958318395,-0.012682073145369519,0.009428606017074593,0.03718918491577342,0.020332604957564702,0.02852544897290009,-0.013846780660590254,-0.0074490775053716995,0.012801458542864607,0.013529278002068254,0.01905355539160675,-0.019579856154190993,0.04866748960242071,0.020599471125330303,-0.0017092785708840235,0.05387864935506578,0.005791432262622371,0.04918012329795477,0.005879889804727658,0.008970531828504196,-0.16159116335613524,-0.007699324198652492,0.014019622535505066,0.02890739000131215,0.03317352082581715,0.036518372929414775,0.05010889127719587,0.004903013493841658,0.008469921619358788,0.012555306351583494,0.03145937983686601,0.02109061007508127,-0.013770823268821486,0.03403433923775365
XYZ,0.4746372709806167,0.4783442843419697,0.4603092208183182,0.202802193074158,0.3863188187482986,0.41865405405206546,0.24124988428288952,0.3167517295798338,0.5146420352536664,0.5353033041553563,0.4673360556267081,0.40358385637824506,0.2835715225827248,0.3780406619719288,0.4942530589094135,0.48923180797712223,0.44413548347972814,0.476610521735737,0.15225556449673788,0.2914589244662469,0.09972864392123486,0.06762480089373157,0.19064987382955212,0.3861679726009368,0.13496869220808075,0.005861921987763534,-0.047179389170520544,0.13475701687185773,0.1843780984118959,0.17416629332901795,0.19900078267399168,0.180548797428659,0.3095481901299872,0.16125096470382116,0.19358833941255188,0.23969224555059446,0.33758565499998117,0.3962092735835315,0.4364336956006733,0.4005611262959659,1.0,0.47323570487847744,0.4888520461661725,0.2835940967256762,0.34347986303835704,0.12846825243818322,0.05777904170361545,0.05933798372844812,0.1932840951710045,0.43187559050916163,0.3616392539509355,0.2670979710491572,0.4243805272526718,0.41017793795966684,0.3148499754635279,0.34223093017554823,0.3742946397742779,0.3443301056349853,0.3987445336854831,0.38781479325873436,0.40229674560819767,0.41675482765499827,0.3506310471526466,0.48869698760080815,0.46341205204438757,0.4626101362523052,0.3092731109621517,0.36714442166788164,0.41678048156841596,0.3759012749283093,0.455516419514073,0.40204635561407376,0.35651554710438355,0.15949267523122568,0.3719447354721612,0.2750057037524082,0.404419005135628,0.2456648237097675,0.3124254871273882,0.3737501850382174,0.23371359641038342,0.23025250246537424,0.3890999337951768,0.3605986969437203,0.3255744435912336,0.32140501948567163,0.24742004081124364,0.39405683317386875,0.38711299263115473,0.35318190557117607,0.21362795864597825,0.24038637513739544,0.06700093128019896,0.24393853210133926,0.26821744275945436,0.11634230530809818,0.11593904591129653,0.10970528951485083,0.3214021665981178,0.07908314222034708,0.17653990192146332,0.21563977255349506,0.057949806310472626,0.08433854475071215,0.10043521217476219,0.2912772521638498,0.5560603390021908,0.6356496713936992,0.6550027124684819,0.06825330139127538,0.058316100621467123,-0.0027279924422552782,0.06901605125420995,0.06682194949265668,0.043112547337243644,0.047084457000104246,0.01787010085310377,0.04443413971075609,0.0059755867332443435,0.027091917772837967,-0.0017701638024950862,0.060081775155399246,0.05424995606495675,0.003981880196153022,0.014326958956587671,0.04512577987095512,0.013844981516939112,0.025960445072456168,0.019282560103704324,-0.02707997024530619,0.05918095492946663,0.03685767057480152,0.03198773192108452,0.0520377510646548,0.05070799970896554,0.057733375486059904,0.024265430043133328,0.021155085632123344,0.006208764483531566,0.00019673119533802121,0.04477943971913786,0.04591037265722853,0.07811546147148846
